EpisodeID,Character,Replica
3,"Penny","You want me to buy thirty years worth of tampons?"
3,"Sheldon","Well, thirty, thirty five, hey, when did your mother go into menopause?"
3,"Penny","Okay, I am not talking about this with you."
3,"Sheldon","Oh, Penny, this is a natural human process, and we are talking about statistically significant savings. Now, if you assume 15 tampons per cycle and a 28 day cycle, are you fairly regular? Okay, no warehouse store, but we are still on for put-put golf, right?"
3,"Scene","The apartment, Sheldon has several bowls containing goldfish."
3,"Leonard","Hey, I just ran into Penny, she seemed upset about something."
3,"Sheldon","I think it is her time of the month. I marked the calendar for future reference."
3,"Leonard","What is with the fish?"
3,"Sheldon","It is an experiment."
3,"Leonard","What happened to your scrambled egg research?"
3,"Sheldon","Oh, that was a dead end. Scrambled eggs are as good as they are ever going to be."
3,"Leonard","So… fish."
3,"Sheldon","I read an article about Japanese scientists, who inserted DNA from luminous jellyfish into other animals, and I thought hey, fish nightlights."
3,"Leonard","Fish nightlights."
3,"Sheldon","It is a billion dollar idea. Shhhhh!"
3,"Leonard","Mum’s the word. Sheldon, are you sure you do not want to just apologise to Gablehauser and get your job back."
3,"Sheldon","Oh, no, no, no. No, I have too much to do."
3,"Leonard","Like luminous fish."
3,"Sheldon","Shhhhh!"
3,"Leonard","Right… I did not…."
3,"Sheldon","That is just the beginning. I also have an idea for a bulk mail-order feminine hygiene company. Oh, glow in the dark tampons! Leonard, we are going to be rich."
3,"Scene","The stairwell of the apartment building."
3,"Leonard","Thank you for coming on such short notice."
3,"Mrs Cooper","You did the right thing calling."
3,"Leonard","I did not know what else to do, he is lost all focus, every day he is got a new obsession. This is a particularly disturbing one."
3,"Sheldon","Mommy."
3,"Mrs Cooper","Hi baby."
3,"Sheldon","You called my mother?"
3,"Mrs Cooper","Oh, you got yourself a loom, how nice."
3,"Sheldon","Thank you."
3,"Mrs Cooper","Honey, why did you get a loom?"
3,"Sheldon","I was working with luminous fish, and I thought, hey, loom! Mom, what are you doing here?"
3,"Mrs Cooper","Leonard called me."
3,"Sheldon","I know, but why?"
3,"Leonard","Because one of the great minds of the twenty-first century is raising glow-in-the-dark fish and weaving sarapes."
3,"Sheldon","This is not a sarape. This is a poncho. A sarape is open at the sides, a poncho is closed, this is a poncho, and neither is a reason to call someone’s mother."
3,"Leonard","Really, when was the last time you left the house."
3,"Sheldon","I went to the market with Penny."
3,"Leonard","That was three weeks ago."
3,"Sheldon","Well then buckle up, in the next four to eight days she is going to get very crabby."
3,"Mrs Cooper","Sweetheart, your little friend is concerned about you."
3,"Sheldon","Yes, well I am not a child, I am a grown man capable of living my life as I see fit. And I certainly do not need someone telling on me to my mother."
3,"Leonard","Where are you going?"
3,"Sheldon","To my room, and no-one’s allowed in."
3,"Mrs Cooper","He gets his temper from his daddy."
3,"Leonard","Oh."
3,"Mrs Cooper","He is got my eyes."
3,"Leonard","I see."
3,"Mrs Cooper","All that science stuff, that comes from Jesus."
3,"Scene","Everyone but Sheldon is in the kitchen of the apartment."
3,"Leonard","Sheldon? Your mum made dinner."
3,"Sheldon","I am not hungry."
3,"Mrs Cooper","Oh, Leonard, do not trouble yourself, he is stubborn. He may stay in there ‘til the Rapture."
3,"Penny","Are we so sure that is a bad thing?"
3,"Mrs Cooper","I will tell ya, I love the boy to death, but he has been difficult since he fell out of me at the K-Mart."
3,"Howard","Excuse me for being so bold, but I now see where Sheldon gets his smouldering good looks."
3,"Mrs Cooper","Oh, honey that ai not going to work, but you keep trying. I made chicken, I hope that is not one of the animals that you people think is magic? You know, we have an Indian gentleman at our church, a Dr Patel, it is a beautiful story, the lord spoke to him, and moved him to give us all 20% off on lasic, you know, those that needed it."
3,"Leonard","That is a lovely story, um, are we going to do anything about Sheldon?"
3,"Mrs Cooper","Oh, we will, you have to take your time with Sheldon. His father, God rest his soul, used to say to me, Mary, you have to take your time with Sheldon."
3,"Leonard","Sounds like a wise man."
3,"Mrs Cooper","Oh, not so wise, he was trying to fight a bobcat for some licquorish. So, everybody grab a plate, and a pretty place mat that Shelly wove."
3,"Penny","Has Shelly ever freaked out like this before."
3,"Mrs Cooper","Oh, all the time, I remember one summer when he was thirteen, he built a small nuclear reactor in the shed and told everybody he was going to provide free electricity for the whole town, well the only problem was he had no, whatchacall, fissionable materials. Anyway, when he went on the internets to get some, a man from the government came by and sat him down real gentle and told him it is against the law to have yellow cake uranium in a shed."
3,"Penny","What happened?"
3,"Mrs Cooper","Well, the poor boy had a fit, locked himself in his room and built a sonic death ray."
3,"Leonard","A death ray?"
3,"Mrs Cooper","Well, that is what he called it, did not even slow down the neighbour kids. It pissed our dog off to no end. You know, you two make a cute couple."
3,"Leonard","No, we are not, we are not, not a couple, two singles, like those individually wrapped slices of cheese that…. are friends."
3,"Mrs Cooper","Did I pluck a nerve there?"
3,"Howard","Oh yeah."
3,"Mrs Cooper","Okay. Alright everybody, it is time to eat. Now after a moment of silent meditation I am going to end with “In Jesus’ Name” but you two do not feel any obligation to join in. Unless, of course, the holy spirit moves you."
3,"Penny","Oh my God, this is the best cobbler I have ever had."
3,"Mrs Cooper","It was always Sheldon’ s favourite. You know what the secret ingredient is?"
3,"Penny","Love?"
3,"Mrs Cooper","Lard."
3,"Howard","Hey, look who’s come out…."
3,"Mrs Cooper","Shhh! You will spook him. He is like a baby deer, you gotta let him come to you."
3,"Leonard","This is ridiculous. Dammit, Sheldon, snap out of it. You are a physicist, you belong at the University doing research, not hiding in your room."
3,"Mrs Cooper","You do not hunt, do you?"
3,"Scene","Sheldon’s bedroom. He is building a model of some kind of double helix. There is a knock on the door."
3,"Mrs Cooper","Good morning, snicker-doodle."
3,"Sheldon","Morning."
3,"Mrs Cooper","Oh, well that looks awful fancy, what is that?"
3,"Sheldon","It is my idea of what DNA would look like in a silicon based life form."
3,"Mrs Cooper","But intelligently designed by a creator, right?"
3,"Sheldon","What do you want, mom?"
3,"Mrs Cooper","You know how your daddy used to say that you can only fish for so long before you got to throw a stick of dynamite in the water?"
3,"Sheldon","Yeah."
3,"Mrs Cooper","Well, I am done fishing. You put those on."
3,"Sheldon","What for?"
3,"Mrs Cooper","Because you are going to go down to your office, you are going to apologise to your boss, and get your job back."
3,"Sheldon","No."
3,"Mrs Cooper","I am sorry, did I start that sentence with the words “if it please your highness?”"
3,"Sheldon","I am not going to apologise, I did not say anything that was not true."
3,"Mrs Cooper","Now you listen here, I have been telling you since you were four years old, it is okay to be smarter than everybody but you cannot go around pointing it out."
3,"Sheldon","Why not?"
3,"Mrs Cooper","Because people do not like it. Remember all the ass-kickings you got from the neighbour kids? Now let’s get cracking. Shower, shirt, shoes, and let’s shove off."
3,"Sheldon","Would not have been any ass-kickings if that stupid death ray had worked."
3,"Scene","The kitchen"
3,"Mrs Cooper","Problem solved."
3,"Leonard","Really? That is impressive."
3,"Mrs Cooper","Leonard, the Lord never gives us more than we can handle. Thankfully he blessed me with two other children who are dumb as soup."
3,"Scene","Dr Gablehouser’s office"
3,"Mrs Cooper","Excuse me, Dr Gablehouser, are you busy?"
3,"Gablehouser","Well, actually…."
3,"Mrs Cooper","Sheldon, he is just doodling, get in here."
3,"Sheldon","Dr Gablehouser."
3,"Gablehouser","Dr Cooper."
3,"Mrs Cooper","Let’s go, baby, we are losing daylight."
3,"Sheldon","Um, as you know, several weeks ago in our first encounter we may have gotten off on the wrong foot, when I called you an idiot. And I just wanted to say that I was wrong. To point it out."
3,"Gablehouser","I am sorry, we have not been introduced. Dr Eric Gablehouser."
3,"Mrs Cooper","Mary Cooper, Sheldon’s mom."
3,"Gablehouser","Now that is impossible, you must have had him when you were a teenager."
3,"Mrs Cooper","Oh, are not you sweet, his father’s dead."
3,"Gablehouser","Recently?"
3,"Mrs Cooper","Long enough."
3,"Gablehouser","Please. Sheldon, should not you be working?"
3,"Sheldon","Okay."
3,"Leonard","Hey, how did it go?"
3,"Sheldon","I got my job back."
3,"Leonard","Really? What happened?"
3,"Sheldon","I am not quite sure. It involves a part of the human experience that has always eluded me."
3,"Leonard","That narrows it down."
3,"Scene","Sheldon’s bedroom. Mrs Cooper is tucking him in."
3,"Mrs Cooper","I am very proud of you honey, you showed a lot of courage today."
3,"Sheldon","Thanks, mom. Mom?"
3,"Mrs Cooper","Mmm-hmm?"
3,"Sheldon","Is Dr Gablehouser going to be my new daddy?"
3,"Mrs Cooper","We will see. Sleep tight."
3,"Teleplay","David Litt & Lee Aronsohn"
3,"Story","Chuck Lorre & Bill Prady"
4,"Scene","The Cheesecake Factory"
4,"Sheldon","Alright, I am moving my infantry division, augmented by a battalion of Orcs from Lord of the Rings, we flank the Tennessee Volunteers, and the North once again wins the Battle of Gettysburg."
4,"Howard","Not so fast, remember the South still has two infantry divisions, plus Superman and Godzilla."
4,"Leonard","No, no, no, no, Orcs are magic, Superman is vulnerable to magic, not to mention, you already lost Godzilla to the Illinois Cavalry and Hulk."
4,"Raj","Why do not you just have Robert E. Lee charge the line with Shiva and Ganesh."
4,"Penny","Hi, you guys ready to order?"
4,"Howard","Hang on, honey. Shiva and Ganesh? The Hindu Gods against the entire Union army?"
4,"Leonard","And Orcs!"
4,"Penny","I will be back."
4,"Raj","Excuse me, Ganesh is the remover of obstacles, and Shiva is the destroyer. When the smoke clears, Abraham Lincoln will be speaking Hindi and drinking mint juleps."
4,"Penny","Alright, my boss says you either have to order, or leave and never come back."
4,"Howard","What do you recommend for someone who worked up a man-sized appetite from a morning of weight training and cardio-funk?"
4,"Penny","A shower."
4,"Howard","I will take the heart smart platter."
4,"Penny","Alright, thank you, and Sheldon."
4,"Sheldon","We do not eat here, I do not know what is good."
4,"Penny","Well, it is all good."
4,"Sheldon","Statistically unlikely."
4,"Leonard","Just get a hamburger, you like hamburgers."
4,"Sheldon","I like the hamburgers where we usually have hamburgers, you cannot make the assumption that I will like the hamburgers here."
4,"Leonard","I am sorry. Give him a hamburger."
4,"Penny","Uh, which one, the Classic Burger, the Ranch House Burger, the Barbecue Burger or the Kobe burger?"
4,"Sheldon","Cannot we just go to Big Boy? They only have one burger. The Big Boy."
4,"Penny","The Barbecue Burger is like the Big Boy."
4,"Sheldon","Excuse me, in a world that already includes the Big Boy, why would I settle for something like a Big Boy?"
4,"Penny","Because you are not at Big Boy!"
4,"Sheldon","Fine, I will have the Barbecue Burger."
4,"Leonard","Make it two."
4,"Sheldon","Waitresses do not yell at you at Big Boy."
4,"Lesley","Hey Leonard, hi guys."
4,"Leonard","Hey Lesley."
4,"Lesley","I did not know you ate here."
4,"Sheldon","We do not. This is a disturbing aberration."
4,"Leonard","Lesley, this is Penny, she lives across the hall from Sheldon and me."
4,"Howard","And walks in quiet beauty like the night."
4,"Penny","Howard, I have asked you not to do that."
4,"Leonard","Lesley and I do research together at the University."
4,"Penny","Oh, wow, a girl scientist."
4,"Lesley","Yep, come for the breasts, stay for the brains. So, I am glad I ran into you, the physics department string quartet needs a new cellist."
4,"Leonard","What happened to Elliot Wong?"
4,"Lesley","He switched over to high energy radiation research, had a little mishap, and now the other guys are uncomfortable sitting next to him. So, are you in?"
4,"Leonard","Yeah, sure, why not."
4,"Lesley","Great, we rehearse on Tuesdays at your place."
4,"Leonard","Why at my place?"
4,"Lesley","Yeah, the department of energy said our regular space is kind of a hot zone. Nice meeting you."
4,"Penny","Yeah, you too. Leonard, I did not know you played the cello?"
4,"Leonard","Yeah, my parents felt that naming me Leonard and putting me in advanced placement classes was not getting me beaten up enough."
4,"Howard","If you are into music, I happen to be a human beatbox."
4,"Penny","Really? I am actually not that into music. So hey, your friend’s really cute, anything going on with you two."
4,"Leonard","Lesley? No, no-oh, what are you kidding?"
4,"Sheldon","He asked her out once, it was an embarrassing failure."
4,"Leonard","Thank you Sheldon."
4,"Sheldon","Oh, I am sorry, was that supposed to be a secret?"
4,"Penny","Oh, that is too bad, you guys would make a cute couple."
4,"Raj","Oh dear."
4,"Howard","What is the matter?"
4,"Raj","She did not take my order."
4,"Howard","How can she take your order when you are too neurotic to talk to her."
4,"Raj","Nevertheless, this will be reflected in her tip."
4,"Scene","The stairwell of the apartment building."
4,"Leonard","What did Penny mean, you’d make a cute couple?"
4,"Sheldon","Well I assume she meant that the two of you together would constitute a couple that others might consider cute. An alternate, and somewhat less likely interpretation, is that you could manufacture one. As in, oh look, Leonard and Lesley made Mr and Mrs Goldfarb, are not they adorable."
4,"Leonard","If Penny did not know that Lesley had already turned me down then that would unambiguously mean that she, Penny, thought that I should her, Lesley, out, indicating that she, Penny, had no interest in me asking her, Penny, out. But because she did know that I had asked Lesley out and that she, Lesley, had turned me down then she, Penny, could be offering consolation. That is too bad, you would have made a cute couple. But while thinking, good, Leonard remains available."
4,"Sheldon","You are a lucky man, Leonard."
4,"Leonard","How so?"
4,"Sheldon","You are talking to one of the three men in the Western hemisphere capable of following that train of thought."
4,"Leonard","Well, what do you think."
4,"Sheldon","I said I could follow it, I did not say I cared."
4,"Scene","The apartment living room. The string quartet are practising."
4,"Lesley","I admire your fingering."
4,"Leonard","Thank you."
4,"Lesley","Maybe some time you can try that on my instrument."
4,"Lesley","Goodnight guys, good job."
4,"Male string quartettist","Thanks."
4,"Female string quartettist","See you next week."
4,"Leonard","That was fun, Lesley, thanks for including me."
4,"Lesley","You are welcome. If you are up for it we could practise that middle section again."
4,"Leonard","Uh, sure, why not."
4,"Lesley","Just so we are clear, you understand that me hanging back to practise with you is a pretext for letting you know that I am sexually available."
4,"Leonard","Really?"
4,"Lesley","Yeah, I am good to go."
4,"Leonard","I thought you were not interested in me."
4,"Lesley","That was before I saw you handling that beautiful piece of wood between your legs."
4,"Leonard","You mean my cello?"
4,"Lesley","No, I mean the obvious crude double entendre. I am seducing you."
4,"Leonard","No kidding?"
4,"Lesley","What can I say, I am a passionate and impulsive woman. So how about it?"
4,"Leonard","Gee, uh…"
4,"Lesley","Is it the waitress?"
4,"Leonard","Penny? What about her?"
4,"Lesley","Well, I thought I saw your pupils dilate when you looked at her, which, unless you are a heroin addict, points to sexual attraction."
4,"Leonard","Well, I did have a poppy seed bagel for breakfast, which could give a positive urine test for opiates but certainly not dilate my pupils, so I guess there is no point in bringing it up."
4,"Lesley","You and the waitress then?"
4,"Leonard","No. No, there is nothing going on between Penny and me."
4,"Lesley","So, you are open to a sexual relationship?"
4,"Leonard","Yeah. Yeah, I guess I am."
4,"Lesley","Good."
4,"Leonard","Yeah, yeah it is good. Did you want to start now?"
4,"Lesley","Why do not we finish the section first."
4,"Leonard","Oh. Okay. A little musical foreplay. Terrific."
4,"Leonard","I am good, I am good to go."
4,"Lesley","Me too."
4,"Scene","The hallway, Sheldon scuttles out of apartment door and crosses to Penny’s. Knocks on it urgently."
4,"Penny","Oh, hey Sheldon, what is going on?"
4,"Sheldon","I need your opinion on a matter of semiotics."
4,"Penny","I am sorry?"
4,"Sheldon","Semiotics. The study of signs and symbols, it is a branch of philosophy related to linguistics."
4,"Penny","Okay, sweetie, I know you think you are explaining yourself, but you are really not."
4,"Sheldon","Just come with me."
4,"Sheldon","Well?"
4,"Penny","Well what?"
4,"Sheldon","What does it mean?"
4,"Penny","Oh, come on, you went to college."
4,"Sheldon","Yes, but I was eleven."
4,"Penny","Alright, look, a tie on the doorknob usually means someone does not want to be disturbed because they are, you know, getting busy."
4,"Sheldon","So you are saying Leonard has a girl in there."
4,"Penny","Well, either that or he is lost his tie rack and gotten really into Bryan Adams."
4,"Lesley","Oh Leonard, you magnificent beast."
4,"Penny","We really should not be standing here."
4,"Sheldon","This is very awkward."
4,"Penny","Oh, come on, you know, Leonard’s had girls over before, right?"
4,"Sheldon","Oh, yes, but there is usually planning, courtship and advance notice. Last time I was able to book a cruise to the Arctic to see a solar eclipse."
4,"Penny","Wait, you had to leave the state because your roommate was having sex?"
4,"Sheldon","I did not have to, the dates just happened to coincide."
4,"Penny","So, do you know who’s in there?"
4,"Sheldon","Well, there is Leonard. And he is either with Lesley Winkle or a 1930’s gangster."
4,"Penny","Hmmm. Good for him. Good for Leonard. Okay, night."
4,"Sheldon","No, no, wait, hold on."
4,"Penny","What is the matter?"
4,"Sheldon","I do not know what the protocol is here. Do I stay, do I leave? Do I wait to greet them with a refreshing beverage?"
4,"Penny","Gee, Sheldon, you are asking the wrong girl. I am usually on the other side of the tie."
4,"Sheldon","Hi, Leonard. It is me, Sheldon. In the living room. I just, I wanted you to know I saw the tie. Message received. You are welcome. You carry on. Give my best to Lesley."
4,"Scene","In Leonard’s Bedroom. Leonard wakes up next to Lesley, puts on glasses and grins."
4,"Scene","Living room, Sheldon is sleeping on the sofa, with his head on Lesley’s Violin case."
4,"Sheldon","Big boy! Someone touched my board. Oh God, my board. Leonard! Leonard!"
4,"Leonard","Hey, what is the matter?"
4,"Sheldon","My equations, someone’s tampered with my equations."
4,"Leonard","Are you sure?"
4,"Sheldon","Of course I am sure. Look at the beta-function of quantum chrono-dynamics, the sign’s been changed."
4,"Leonard","Oh yeah. But does not that fix the problem you have been having?"
4,"Sheldon","Are you insane? Are you out of your mind? Are you…. hey look, that fixes the problem I have been having."
4,"Lesley","You are welcome."
4,"Sheldon","You did this?"
4,"Lesley","Yeah, I noticed it when I got up to get a glass of water, so I fixed it, now you can show that quarks are asymptotically free at high energies. Pretty cool, huh?"
4,"Sheldon","Cool?"
4,"Lesley","Listen, I got to hit the lab. Thanks for a great night."
4,"Leonard","Thank you, I will see you at work."
4,"Sheldon","Uh-duh, hold on, hold on!"
4,"Lesley","What?"
4,"Sheldon","Who told you you could touch my board?"
4,"Lesley","No-one."
4,"Sheldon","I do not come into your house and touch your board."
4,"Lesley","There are no incorrect equations on my board."
4,"Sheldon","Oh, that is so… so…"
4,"Lesley","I am sorry, I have got to run, if you come up with an adjective, text me. ."
4,"Sheldon","Inconsiderate, that is the adjective, inconsiderate."
4,"Scene","The hallway."
4,"Leonard","You can stare at your board all day Sheldon, she is still going to be right."
4,"Sheldon","I am not staring, I am mulling."
4,"Penny","Oh, hey Leonard."
4,"Leonard","Oh, hi."
4,"Penny","So, how’s it going?"
4,"Leonard","Pretty good."
4,"Penny","Just pretty good, I’d think you were doing very good."
4,"Leonard","Pretty, very, there is really no objective scale for delineating variations of good, why do you ask?"
4,"Penny","Well, a little bird told me that you and Lesley hooked up last night."
4,"Leonard","Sheldon!"
4,"Sheldon","I am coming."
4,"Penny","So, is it serious, do you like her?"
4,"Leonard","Wuh, I do not…. th-th-th-that is really two different questions, uh, I am not…. Sheldon, we have to go!"
4,"Sheldon","Boy, you are wound awfully tight for a man who just had sexual intercourse."
4,"Penny","Alright, well, I will talk to you later, but, I am so happy for you Leonard."
4,"Leonard","Thank you. What did she mean, she is happy for me? Is she happy because I am seeing someone, or is she happy because she thinks that I am happy, because anyone who cared for someone would want them to be happy, even if the reason for their happiness made the first person unhappy. You know, because the second person, though happy, is now romantically unavailable to the first person."
4,"Sheldon","Do you realise I may have to share a Nobel Prize with your booty call?"
4,"Leonard","You know what, I am being ridiculous. But who cares what Penny thinks, Lesley is a terrific girl, she is attractive, we like each other, she is extremely intelligent."
4,"Sheldon","She is not that intelligent."
4,"Leonard","She fixed your equation."
4,"Sheldon","She got lucky."
4,"Leonard","You do not believe in luck."
4,"Sheldon","I do not have to believe in it for her to be lucky."
4,"Leonard","Regardless, I have a chance at a real relationship with Lesley, I am not going to pass that up for some hypothetical future happiness with a woman who may or may not want me to be happy with a woman who is currently making me happy."
4,"Sheldon","Leonard?"
4,"Leonard","Yeah."
4,"Sheldon","I still do not care."
4,"Scene","Leonard and Lesley’s lab."
4,"Leonard","Hey, Lesley."
4,"Lesley","Careful Leonard, liquid nitrogen, 320 degrees below zero."
4,"Leonard","Brrrr. Why are you smashing a flash frozen banana."
4,"Lesley","Because I have got a bowl of Cheerios and I could not find a knife."
4,"Leonard","So anyway Hello."
4,"Lesley","Uh, what are you doing?"
4,"Leonard","Just extending the intimacy. Do you want to slip over to the radiation lab and share a decontamination shower?"
4,"Lesley","Okay, uh, what exactly do you think’s going on between us?"
4,"Leonard","I am not sure, but I think I am about to discover how the banana felt."
4,"Lesley","Listen, Leonard, neither of us are neuroscientists but we both understand the biochemistry of sex, I mean, dopamine in our brains is released across synapses causing pleasure. You stick electrodes in a rat’s brain, give him an orgasm button, he will push that thing until he starves to death."
4,"Leonard","Who would not?"
4,"Lesley","Well, the only difference between us and a rat is that you cannot stick an electrode in our hypothalamus. That is where you come in."
4,"Leonard","Yeah, well, I am just glad to be a part of it. So what happens now?"
4,"Lesley","Well, I do not know about your sex drive, but I am probably good till New Years."
4,"Leonard","Oh. Okay. Thank you."
4,"Lesley","Thank you!"
4,"Leonard","You want to make plans for New Years."
4,"Lesley","Woah, Leonard, please, you are smothering me."
4,"Leonard","Sorry."
4,"Howard","Hey, look, it is Doctor Stud!"
4,"Leonard","Doctor what?"
4,"Howard","The blogosphere is a-buzzing with news of you and Lesley Winkle making eine kleine bang-bang music."
4,"Leonard","Wha… how did it get on the internet?"
4,"Howard","I put it there."
4,"Leonard","Well, how did you know about it?"
4,"Raj","A little bird told us. Apparently you are a magnificent beast."
4,"Leonard","Well, that part’s true!"
4,"Scene","The Cheesecake Factory."
4,"Sheldon","You know, I think I may have misjudged this restaurant."
4,"Leonard","No kidding."
4,"Sheldon","I will not go out on a limb, but I think we may be looking at my new Tuesday hamburger."
4,"Leonard","Your old Tuesday hamburger will be so broken hearted."
4,"Sheldon","Way ahead of you. I was thinking of moving Big Boy to Thursdays, and just dropping Soup Plantation."
4,"Leonard","Really?"
4,"Sheldon","Yeah, the name always confused me anyway, Soup Plantation. You cannot grow soup."
4,"Penny","So, how’s everything."
4,"Sheldon","Terrific, you will be happy to know that I plan to come here every Tuesday night for the foreseeable future."
4,"Penny","Really, oh yay!"
4,"Sheldon","Who do I speak to about permanently reserving this table?"
4,"Penny","Um, I do not know, a psychiatrist? So hey, how are things with you and Lesley?"
4,"Leonard","Oh, to be honest, I do not think it is going to work out."
4,"Penny","Oh, oh that is too bad. Well hey, do not worry, I am sure there is someone out there who is just right for you. ."
4,"Leonard","Well what did she mean by that? Was that just a generic platitude or was that a subtle bid for attention?"
4,"Sheldon","You know why this hamburger surpasses the Big Boy? This is a single decker hamburger whereas the Big Boy is a double decker. This has a much more satisfying meat to bun to condiment ratio."
4,"Leonard","Are you even listening to me?"
4,"Sheldon","Of course I am listening. Blah blah, hopeless Penny delusion, blah blah blah."
4,"Leonard","Okay then. You know, you can grow the ingredients for soup. ."
5,"Scene","Lobby of the apartment building, Howard, Raj, Sheldon and Leonard enter in combat gear, covered in blue paint."
5,"Raj","Okay, if no-one else will say it, I will. We really suck at paintball."
5,"Howard","That was absolutely humiliating."
5,"Leonard","Oh, come on, some battles you win, some battles you lose."
5,"Howard","Yes, but you do not have to lose to Kyle Bernstein’s Bar-Mitzvah party."
5,"Leonard","I think we have to acknowledge, those were some fairly savage pre-adolescent Jews."
5,"Sheldon","You know, we were annihilated by our own incompetence and the inability of some people to follow the chain of command."
5,"Leonard","Sheldon, let it go."
5,"Sheldon","No, I want to talk about the fact that Wolowitz shot me in the back."
5,"Howard","I shot you for good reason, you were leading us into disaster."
5,"Sheldon","I was giving clear, concise orders."
5,"Leonard","You hid behind a tree yelling “get the kid in the yarmulkah, get the kid in the yarmulkah.”"
5,"Penny","Oh, hey guys."
5,"Leonard","Hello Penny."
5,"Howard","Morning ma’am."
5,"Penny","So, how was paintball, did you have fun?"
5,"Sheldon","Sure, if you consider being fragged by your own troops fun. You clear space on your calendar, there will be an enquiry."
5,"Penny","Okay, um, oh hey, I am having a party on Saturday so if you guys are around you should come by."
5,"Leonard","A party?"
5,"Penny","Yeah."
5,"Howard","A boy-girl party?"
5,"Penny","Well, there will be boys, and there will be girls, and it is a party. So, it will just be a bunch of my friends, we will have some beer, do a little dancing…"
5,"Sheldon","Dancing?"
5,"Leonard","Yeah, I do not know, Penny…"
5,"Sheldon","The thing is, we are not…."
5,"Leonard","We are really more…."
5,"Sheldon","No."
5,"Leonard","But thanks, thanks for thinking of us."
5,"Penny","Are you sure? Come on, it is Halloween."
5,"Sheldon","A Halloween party?"
5,"Howard","As in, costumes?"
5,"Penny","Well, yeah."
5,"Leonard","Is there a theme?"
5,"Penny","Um, yeah, Halloween."
5,"Sheldon","Yes, but are the costumes random, or genre specific?"
5,"Penny","As usual, I am not following."
5,"Leonard","He is asking if we can come as anyone from science-fiction, fantasy…"
5,"Penny","Sure."
5,"Sheldon","What about comic-books?"
5,"Penny","Fine."
5,"Sheldon","Anime?"
5,"Penny","Of course."
5,"Sheldon","TV , film, D&D, Manga, Greek Gods, Roman Gods, Norse Gods…"
5,"Penny","Anything you want, okay? Any costume you want. Bye."
5,"Howard","Gentlemen, to the sewing machines."
5,"Scene","The apartment living room. There is a knock on the door."
5,"Leonard","I will get it."
5,"Howard","Bjow"
5,"Leonard","Oh, no."
5,"Sheldon","Oh no!"
5,"Raj","Make way for the fastest man alive. Oh no!"
5,"Sheldon","See, this is why I wanted to have a costume meeting."
5,"Leonard","We all have other costumes, we can change."
5,"Raj","Or, we could walk right behind each other all night and look like one person going really fast."
5,"Howard","No, no, no, it is a boy-girl party, this Flash runs solo."
5,"Leonard","Okay, how about this, nobody gets to be The Flash, we all change, agreed?"
5,"All","Agreed."
5,"Leonard","I call Frodo!"
5,"All","Damn!"
5,"Scene","The same, later. Leonard is dressed as Frodo. Howard appears to be Peter Pan. There is a knock on the door."
5,"Raj","Hey. Sorry I am late, but my hammer got stuck in the door on the bus."
5,"Leonard","You went with Thor?"
5,"Raj","What? Just because I am Indian I cannot be a Norse God? No, no, no, Raj has to be an Indian God. That is racism. I mean, look at Wolowitz, he is not English, but he is dressed like Peter Pan. Sheldon is neither sound nor light, but he is obviously the Doppler Effect."
5,"Howard","I am not Peter Pan, I am Robin Hood."
5,"Raj","Really, because I saw Peter Pan, and you are dressed exactly like Cathy Rigby. She was a little bigger than you, but it is basically the same look, man."
5,"Leonard","Hey, Sheldon, there is something I want to talk to you about before we go to the party."
5,"Sheldon","I do not care if anybody gets it, I am going as the Doppler Effect."
5,"Leonard","No, it is not…"
5,"Sheldon","If I have to, I can demonstrate. Neeeeoooowwwww!"
5,"Leonard","Terrific. Um, this party is my first chance for Penny to see me in the context of her social group, and I need you not to embarrass me tonight."
5,"Sheldon","Well, what exactly do you mean by embarrass you?"
5,"Leonard","For example, tonight no-one needs to know that my middle name is Leakey."
5,"Sheldon","Well, there is nothing embarrassing about that, your father worked with Lewis Leakey, a great anthropologist. It had nothing to do with your bed-wetting."
5,"Leonard","All I am saying is that this party is the perfect opportunity for Penny to see me as a member of her peer group. A potential close friend and… perhaps more. I do not want to look like a dork."
5,"Scene","The hallway. Howard knocks on Penny’s door with his bow."
5,"Howard","Just a heads up fellas, if anyone gets lucky I have got a dozen condoms in my quiver."
5,"Penny","Oh, hey guys."
5,"Leonard","Hey, sorry we are late."
5,"Penny","Late? It is 7:05."
5,"Sheldon","And you said the party starts at seven."
5,"Penny","Well, yeah, when you start a party at seven, no-one shows up at, you know, seven."
5,"Sheldon","It is 7:05."
5,"Penny","Yes. Yes it is. Okay, well, um, come on in."
5,"Howard","What, are all the girls in the bathroom?"
5,"Penny","Probably, but in their own homes."
5,"Sheldon","So what time does the costume parade start?"
5,"Penny","The parade?"
5,"Sheldon","Yeah, so the judges can give out the prizes for best costume, you know, most frightening, most authentic, most accurate visual representation of a scientific principle."
5,"Penny","Oh, Sheldon, I am sorry but there are not going to be any parades or judges or prizes."
5,"Sheldon","This party is just going to suck."
5,"Penny","No, come on, it is going to be fun, and you all look great, I mean, look at you, Thor, and, oh, Peter Pan, that is so cute."
5,"Leonard","Actually, Penny, he is Rob…"
5,"Howard","I am Peter Pan! And I have got a handful of pixie dust with your name on it."
5,"Penny","No you do not. Oh, hey, what is Sheldon supposed to be."
5,"Leonard","Oh, he is the Doppler Effect."
